t1,t2,t3,t4
0.041666666666666664,0.20277777777777778,0.225,0.475
0.025,0.06111111111111111,0.17777777777777778,0.20277777777777778
0.17777777777777778,0.2,0.475,0.5527777777777778
0.17777777777777778,0.2,0.30277777777777776,0.4722222222222222
0.175,0.2,0.38055555555555554,0.45555555555555555
0.025,0.17222222222222222,0.2,0.45555555555555555
0.06111111111111111,0.175,0.2,0.4666666666666667
0.030555555555555555,0.175,0.2,0.44722222222222224
0.030555555555555555,0.16944444444444445,0.2,0.4722222222222222
0.06111111111111111,0.075,0.17222222222222222,0.2
0.022222222222222223,0.175,0.2,0.4861111111111111
0.016666666666666666,0.175,0.2,0.4638888888888889
0.06388888888888888,0.175,0.2,0.26944444444444443
0.022222222222222223,0.16666666666666666,0.2,0.475
0.022222222222222223,0.17777777777777778,0.2,0.4666666666666667
0.019444444444444445,0.16666666666666666,0.20277777777777778,0.45555555555555555
0.025,0.175,0.20277777777777778,0.4583333333333333
0.025,0.1638888888888889,0.20277777777777778,0.4777777777777778
0.17777777777777778,0.2,0.37777777777777777,0.4722222222222222
0.05,0.17222222222222222,0.2,0.475
0.16666666666666666,0.2,0.26944444444444443,0.3055555555555556
0.025,0.17777777777777778,0.2,0.46111111111111114
0.025,0.17777777777777778,0.2,0.4527777777777778
0.025,0.175,0.2,0.26944444444444443
0.025,0.17777777777777778,0.2,0.4638888888888889
0.058333333333333334,0.175,0.2,0.48055555555555557
0.027777777777777776,0.175,0.2,0.4888888888888889
0.022222222222222223,0.17777777777777778,0.20277777777777778,0.26944444444444443
0.013888888888888888,0.175,0.2,0.49444444444444446
0.03333333333333333,0.175,0.2,0.45555555555555555
0.030555555555555555,0.17777777777777778,0.2,0.4444444444444444
0.06666666666666667,0.175,0.2,0.26666666666666666
0.025,0.17777777777777778,0.2,0.26944444444444443
0.175,0.2,0.4305555555555556,0.49444444444444446
0.175,0.2,0.41944444444444445,0.4638888888888889
0.022222222222222223,0.17222222222222222,0.2,0.2916666666666667
0.025,0.17777777777777778,0.2,0.48055555555555557
0.030555555555555555,0.17777777777777778,0.2,0.475
0.06944444444444445,0.16944444444444445,0.2,0.2722222222222222
0.025,0.17777777777777778,0.2,0.26944444444444443
0.016666666666666666,0.175,0.2,0.475
0.17222222222222222,0.20277777777777778,0.3972222222222222,0.48333333333333334
0.1638888888888889,0.2,0.24722222222222223,0.35555555555555557
0.019444444444444445,0.175,0.2,0.49166666666666664
0.07222222222222222,0.17777777777777778,0.2,0.48055555555555557
0.075,0.175,0.2,0.4638888888888889
0.03333333333333333,0.2,0.2222222222222222,0.4666666666666667
0.025,0.17777777777777778,0.2,0.4638888888888889
0.025,0.17222222222222222,0.2,0.475
0.022222222222222223,0.1638888888888889,0.2,0.4666666666666667
0.013888888888888888,0.17222222222222222,0.2,0.4527777777777778
0.022222222222222223,0.17777777777777778,0.2,0.48333333333333334
0.025,0.1638888888888889,0.2,0.46944444444444444
0.06666666666666667,0.17777777777777778,0.20277777777777778,0.29444444444444445
0.03888888888888889,0.16944444444444445,0.2,0.2722222222222222
0.17222222222222222,0.2,0.2833333333333333,0.4888888888888889
0.175,0.2,0.41388888888888886,0.46944444444444444
0.058333333333333334,0.175,0.2,0.26944444444444443
0.025,0.17777777777777778,0.2,0.26944444444444443
0.027777777777777776,0.17777777777777778,0.20277777777777778,0.45555555555555555
0.025,0.17777777777777778,0.2,0.26944444444444443
0.019444444444444445,0.16666666666666666,0.20277777777777778,0.26944444444444443
0.016666666666666666,0.16944444444444445,0.20277777777777778,0.4888888888888889
0.016666666666666666,0.16666666666666666,0.2,0.4666666666666667
0.16666666666666666,0.20277777777777778,0.2722222222222222,0.4361111111111111
0.019444444444444445,0.17222222222222222,0.2,0.4666666666666667
0.030555555555555555,0.16944444444444445,0.20277777777777778,0.46111111111111114
0.03333333333333333,0.17777777777777778,0.2,0.4527777777777778
0.06944444444444445,0.16666666666666666,0.2,0.26944444444444443
0.022222222222222223,0.16111111111111112,0.2,0.475
0.019444444444444445,0.17222222222222222,0.2,0.4777777777777778
0.17222222222222222,0.2,0.26944444444444443,0.375
0.030555555555555555,0.175,0.2,0.26944444444444443
0.175,0.2,0.4166666666666667,0.4777777777777778
0.027777777777777776,0.17777777777777778,0.2,0.46111111111111114
0.03333333333333333,0.17777777777777778,0.2,0.26666666666666666
0.027777777777777776,0.175,0.2,0.26944444444444443
0.027777777777777776,0.16944444444444445,0.20277777777777778,0.4722222222222222
0.175,0.20277777777777778,0.4027777777777778,0.48055555555555557
0.016666666666666666,0.17222222222222222,0.2,0.26944444444444443
0.019444444444444445,0.175,0.2,0.2916666666666667
0.027777777777777776,0.17777777777777778,0.2,0.46111111111111114
0.025,0.17777777777777778,0.2,0.46944444444444444
0.03333333333333333,0.175,0.2,0.26666666666666666
0.030555555555555555,0.175,0.2,0.45
0.1638888888888889,0.2,0.30277777777777776,0.48333333333333334
0.17777777777777778,0.2,0.39444444444444443,0.4583333333333333
0.011111111111111112,0.1638888888888889,0.2,0.26944444444444443
0.013888888888888888,0.16666666666666666,0.2,0.26944444444444443
0.025,0.175,0.2,0.4638888888888889
0.03333333333333333,0.17777777777777778,0.20277777777777778,0.4388888888888889
0.027777777777777776,0.175,0.2,0.26944444444444443
0.025,0.16944444444444445,0.2,0.4861111111111111
0.019444444444444445,0.175,0.2,0.4777777777777778
0.022222222222222223,0.1638888888888889,0.20277777777777778,0.24722222222222223
0.025,0.17777777777777778,0.20277777777777778,0.26944444444444443
0.022222222222222223,0.17777777777777778,0.2,0.4666666666666667
0.06388888888888888,0.17777777777777778,0.2,0.475
0.027777777777777776,0.17222222222222222,0.20277777777777778,0.2722222222222222
0.027777777777777776,0.16944444444444445,0.20277777777777778,0.4861111111111111
0.2,0.225,0.4027777777777778,0.5
0.175,0.2,0.41388888888888886,0.46111111111111114
0.025,0.175,0.2,0.26944444444444443
0.022222222222222223,0.17222222222222222,0.2,0.46944444444444444
0.027777777777777776,0.17777777777777778,0.20277777777777778,0.4583333333333333
0.027777777777777776,0.16944444444444445,0.20277777777777778,0.2722222222222222
0.058333333333333334,0.175,0.2,0.26944444444444443
0.025,0.17777777777777778,0.20277777777777778,0.4861111111111111
0.025,0.17222222222222222,0.2,0.48055555555555557
0.016666666666666666,0.175,0.20277777777777778,0.4722222222222222
0.030555555555555555,0.17777777777777778,0.2,0.4722222222222222
0.175,0.20277777777777778,0.37777777777777777,0.4527777777777778
0.044444444444444446,0.175,0.2,0.2722222222222222
0.04722222222222222,0.06388888888888888,0.17777777777777778,0.2
0.027777777777777776,0.17222222222222222,0.2,0.4888888888888889
0.17222222222222222,0.2,0.2833333333333333,0.48055555555555557
0.058333333333333334,0.16111111111111112,0.2,0.2722222222222222
0.025,0.16944444444444445,0.2,0.475
0.022222222222222223,0.175,0.2,0.475
0.03611111111111111,0.17222222222222222,0.2,0.4305555555555556
0.025,0.17777777777777778,0.2,0.26944444444444443
0.025,0.175,0.2,0.4722222222222222
0.025,0.175,0.2,0.4666666666666667
0.022222222222222223,0.17222222222222222,0.2,0.4777777777777778
0.008333333333333333,0.17222222222222222,0.2,0.29444444444444445
0.030555555555555555,0.17222222222222222,0.2,0.48055555555555557
0.041666666666666664,0.17777777777777778,0.2,0.4722222222222222
0.03888888888888889,0.175,0.2,0.26944444444444443
0.025,0.17777777777777778,0.20277777777777778,0.2916666666666667
0.019444444444444445,0.1638888888888889,0.2,0.4722222222222222
0.175,0.2,0.38333333333333336,0.4638888888888889
0.025,0.175,0.2,0.2916666666666667
0.016666666666666666,0.044444444444444446,0.175,0.20277777777777778
0.022222222222222223,0.175,0.2,0.46111111111111114
0.027777777777777776,0.17777777777777778,0.2,0.45555555555555555
0.03333333333333333,0.17777777777777778,0.2,0.26944444444444443
0.027777777777777776,0.17777777777777778,0.20277777777777778,0.45
0.175,0.2,0.40555555555555556,0.46111111111111114
0.058333333333333334,0.175,0.20277777777777778,0.29444444444444445
0.013888888888888888,0.17222222222222222,0.2,0.26944444444444443
0.019444444444444445,0.175,0.2,0.4861111111111111
0.03333333333333333,0.2,0.2222222222222222,0.4722222222222222
0.03333333333333333,0.175,0.2,0.4583333333333333
0.03333333333333333,0.06388888888888888,0.17777777777777778,0.2
0.058333333333333334,0.16944444444444445,0.20277777777777778,0.4722222222222222
0.027777777777777776,0.175,0.20277777777777778,0.4777777777777778
0.1638888888888889,0.2,0.3277777777777778,0.46944444444444444
0.05,0.17222222222222222,0.2,0.26944444444444443
0.03888888888888889,0.16944444444444445,0.20277777777777778,0.4638888888888889
0.027777777777777776,0.175,0.2,0.46944444444444444
0.03611111111111111,0.175,0.2,0.26944444444444443
0.025,0.1638888888888889,0.2,0.3638888888888889
0.16944444444444445,0.2,0.42777777777777776,0.4722222222222222
0.16944444444444445,0.2,0.375,0.45
0.016666666666666666,0.17222222222222222,0.2,0.26944444444444443
0.05277777777777778,0.175,0.20277777777777778,0.49722222222222223
0.027777777777777776,0.175,0.2,0.4722222222222222
0.07222222222222222,0.17777777777777778,0.2,0.45
0.03611111111111111,0.17777777777777778,0.2,0.26944444444444443
0.030555555555555555,0.17222222222222222,0.2,0.4527777777777778
0.16666666666666666,0.2,0.39166666666666666,0.48055555555555557
0.025,0.16666666666666666,0.20277777777777778,0.4638888888888889
0.05277777777777778,0.175,0.2,0.26944444444444443
0.030555555555555555,0.17777777777777778,0.2,0.4777777777777778
0.025,0.175,0.2,0.4888888888888889
0.03611111111111111,0.17777777777777778,0.20277777777777778,0.4527777777777778
0.03333333333333333,0.16666666666666666,0.20277777777777778,0.26944444444444443
0.03611111111111111,0.2,0.225,0.475
0.17222222222222222,0.2,0.30277777777777776,0.475
0.06111111111111111,0.17222222222222222,0.2,0.29444444444444445
0.013888888888888888,0.16666666666666666,0.20277777777777778,0.25277777777777777
0.025,0.17777777777777778,0.2,0.46944444444444444
0.027777777777777776,0.17777777777777778,0.2,0.44722222222222224
0.06111111111111111,0.175,0.2,0.26944444444444443
0.07222222222222222,0.17777777777777778,0.20277777777777778,0.4888888888888889
0.16666666666666666,0.2,0.35555555555555557,0.4777777777777778
0.025,0.17777777777777778,0.20277777777777778,0.31666666666666665
0.025,0.17777777777777778,0.2,0.4361111111111111
0.025,0.17777777777777778,0.20277777777777778,0.48055555555555557
0.030555555555555555,0.175,0.2,0.45
0.019444444444444445,0.1638888888888889,0.20277777777777778,0.4444444444444444
0.027777777777777776,0.175,0.2,0.26944444444444443
0.175,0.2,0.4777777777777778,0.5138888888888888
0.058333333333333334,0.175,0.2,0.4638888888888889
0.016666666666666666,0.16666666666666666,0.20277777777777778,0.4666666666666667
0.019444444444444445,0.16666666666666666,0.2,0.4583333333333333
0.17777777777777778,0.2,0.37222222222222223,0.475
0.019444444444444445,0.175,0.2,0.26944444444444443
0.022222222222222223,0.16944444444444445,0.2,0.26944444444444443
0.019444444444444445,0.175,0.2,0.4861111111111111
0.019444444444444445,0.175,0.2,0.49444444444444446
0.030555555555555555,0.16944444444444445,0.20277777777777778,0.4722222222222222
0.027777777777777776,0.17777777777777778,0.2,0.44166666666666665
0.03333333333333333,0.17777777777777778,0.2,0.4638888888888889
0.06388888888888888,0.175,0.2,0.4444444444444444
0.022222222222222223,0.17777777777777778,0.2,0.26944444444444443
0.05555555555555555,0.175,0.2,0.48055555555555557
0.175,0.20277777777777778,0.3111111111111111,0.4861111111111111
0.025,0.17777777777777778,0.2,0.26944444444444443
0.016666666666666666,0.175,0.2,0.4583333333333333
0.03888888888888889,0.17777777777777778,0.2,0.4583333333333333
0.03611111111111111,0.175,0.2,0.4583333333333333
0.07222222222222222,0.175,0.2,0.475
0.025,0.175,0.2,0.4777777777777778
0.175,0.2,0.3055555555555556,0.4861111111111111
0.175,0.20277777777777778,0.39444444444444443,0.46944444444444444
0.022222222222222223,0.16666666666666666,0.20277777777777778,0.25
0.075,0.17777777777777778,0.2,0.48333333333333334
0.027777777777777776,0.17777777777777778,0.2,0.48333333333333334
0.03888888888888889,0.17777777777777778,0.20277777777777778,0.46944444444444444
0.027777777777777776,0.175,0.2,0.4777777777777778
0.17777777777777778,0.2,0.4083333333333333,0.46944444444444444
0.05555555555555555,0.16666666666666666,0.20277777777777778,0.4861111111111111
0.027777777777777776,0.175,0.2,0.26944444444444443
0.027777777777777776,0.17777777777777778,0.2,0.475
0.041666666666666664,0.17777777777777778,0.2,0.4777777777777778
0.016666666666666666,0.175,0.2,0.4666666666666667
0.027777777777777776,0.16944444444444445,0.20277777777777778,0.29444444444444445
0.022222222222222223,0.17777777777777778,0.2,0.48055555555555557
0.025,0.17777777777777778,0.20277777777777778,0.49444444444444446
0.030555555555555555,0.175,0.2,0.26666666666666666
0.025,0.175,0.2,0.2916666666666667
0.030555555555555555,0.175,0.2,0.4527777777777778
0.027777777777777776,0.17777777777777778,0.2,0.44722222222222224
0.025,0.175,0.2,0.26944444444444443
0.17222222222222222,0.2,0.43333333333333335,0.46111111111111114
0.027777777777777776,0.175,0.2,0.49722222222222223
0.2,0.2222222222222222,0.38055555555555554,0.4777777777777778
0.07222222222222222,0.175,0.2,0.2916666666666667
0.03888888888888889,0.17777777777777778,0.2,0.4777777777777778
0.019444444444444445,0.16944444444444445,0.2,0.4583333333333333
0.06388888888888888,0.16944444444444445,0.2,0.4666666666666667
0.027777777777777776,0.175,0.2,0.2722222222222222
0.016666666666666666,0.175,0.2,0.4777777777777778
0.16666666666666666,0.2,0.41944444444444445,0.49444444444444446
0.027777777777777776,0.17777777777777778,0.2,0.48055555555555557
0.030555555555555555,0.16666666666666666,0.2,0.4638888888888889
0.03611111111111111,0.17777777777777778,0.2,0.475
0.03611111111111111,0.175,0.2,0.46111111111111114
0.022222222222222223,0.175,0.2,0.26944444444444443
0.019444444444444445,0.16666666666666666,0.2,0.26944444444444443
0.016666666666666666,0.175,0.2,0.4861111111111111
0.16666666666666666,0.2,0.37777777777777777,0.46944444444444444
0.175,0.2,0.26666666666666666,0.41944444444444445
0.022222222222222223,0.1638888888888889,0.20277777777777778,0.46944444444444444
0.044444444444444446,0.2,0.21944444444444444,0.48055555555555557
0.03888888888888889,0.175,0.2,0.26944444444444443
0.016666666666666666,0.175,0.2,0.26944444444444443
0.025,0.175,0.2,0.49444444444444446
0.175,0.2,0.38333333333333336,0.475
0.025,0.16944444444444445,0.2,0.42777777777777776
0.025,0.175,0.2,0.475
0.016666666666666666,0.175,0.2,0.46111111111111114
0.019444444444444445,0.175,0.2,0.26944444444444443
0.030555555555555555,0.17777777777777778,0.20277777777777778,0.46944444444444444
0.05277777777777778,0.17222222222222222,0.2,0.5027777777777778
0.17222222222222222,0.2,0.4222222222222222,0.475
0.022222222222222223,0.16666666666666666,0.20277777777777778,0.2722222222222222
0.03333333333333333,0.17777777777777778,0.2,0.4777777777777778
0.03888888888888889,0.17777777777777778,0.2,0.4666666666666667
0.06944444444444445,0.175,0.20277777777777778,0.37222222222222223
0.019444444444444445,0.175,0.2,0.29444444444444445
0.175,0.20277777777777778,0.375,0.4638888888888889
0.058333333333333334,0.17222222222222222,0.20277777777777778,0.46944444444444444
0.175,0.20277777777777778,0.29444444444444445,0.4111111111111111
0.1638888888888889,0.2,0.4666666666666667,0.5222222222222223
0.027777777777777776,0.175,0.2,0.475
0.030555555555555555,0.17222222222222222,0.20277777777777778,0.46111111111111114
0.027777777777777776,0.175,0.20277777777777778,0.26944444444444443
0.013888888888888888,0.17222222222222222,0.2,0.49444444444444446
0.175,0.20277777777777778,0.35833333333333334,0.4722222222222222
0.022222222222222223,0.175,0.2,0.44166666666666665
0.027777777777777776,0.175,0.2,0.26666666666666666
0.025,0.17222222222222222,0.20277777777777778,0.4722222222222222
0.06666666666666667,0.17777777777777778,0.2,0.4722222222222222
0.027777777777777776,0.16666666666666666,0.2,0.4527777777777778
0.022222222222222223,0.17777777777777778,0.20277777777777778,0.475
0.019444444444444445,0.16944444444444445,0.2,0.49444444444444446
0.016666666666666666,0.175,0.2,0.4777777777777778
0.06666666666666667,0.175,0.2,0.29444444444444445
0.06944444444444445,0.17777777777777778,0.2,0.45
0.17777777777777778,0.2,0.37777777777777777,0.46111111111111114
0.17777777777777778,0.2,0.41944444444444445,0.4777777777777778
0.019444444444444445,0.1638888888888889,0.2,0.25
0.175,0.2,0.3611111111111111,0.4444444444444444
0.025,0.175,0.2,0.48055555555555557
0.16944444444444445,0.2,0.4027777777777778,0.4583333333333333
0.041666666666666664,0.058333333333333334,0.16666666666666666,0.20277777777777778
0.06666666666666667,0.17777777777777778,0.2,0.45555555555555555
0.03611111111111111,0.17777777777777778,0.2,0.4583333333333333
0.03333333333333333,0.17777777777777778,0.2,0.4583333333333333
0.05555555555555555,0.16944444444444445,0.2,0.2722222222222222
0.175,0.2,0.2916666666666667,0.5388888888888889
0.027777777777777776,0.17777777777777778,0.2,0.46111111111111114
0.027777777777777776,0.05277777777777778,0.16944444444444445,0.2
0.025,0.175,0.2,0.475
0.06388888888888888,0.17777777777777778,0.2,0.4666666666666667
0.025,0.16944444444444445,0.20277777777777778,0.2722222222222222
0.013888888888888888,0.16944444444444445,0.20277777777777778,0.275
0.016666666666666666,0.175,0.2,0.4861111111111111
0.058333333333333334,0.175,0.2,0.4888888888888889
0.022222222222222223,0.175,0.2,0.26944444444444443
0.027777777777777776,0.17777777777777778,0.2,0.4666666666666667
0.06944444444444445,0.16666666666666666,0.20277777777777778,0.44166666666666665
0.022222222222222223,0.17777777777777778,0.20277777777777778,0.26944444444444443
0.016666666666666666,0.17222222222222222,0.2,0.26944444444444443
0.175,0.2,0.4083333333333333,0.45555555555555555
0.16666666666666666,0.20277777777777778,0.41944444444444445,0.4666666666666667
0.019444444444444445,0.175,0.2,0.3194444444444444
0.025,0.16944444444444445,0.2,0.4777777777777778
0.06111111111111111,0.175,0.2,0.4722222222222222
0.03333333333333333,0.175,0.2,0.45555555555555555
0.030555555555555555,0.175,0.20277777777777778,0.4388888888888889
0.175,0.2,0.4361111111111111,0.4861111111111111
0.16944444444444445,0.2,0.35833333333333334,0.4722222222222222
0.016666666666666666,0.044444444444444446,0.16666666666666666,0.2
0.16944444444444445,0.2,0.4583333333333333,0.5416666666666666
0.027777777777777776,0.175,0.2,0.4666666666666667
0.022222222222222223,0.175,0.2,0.4666666666666667
0.013888888888888888,0.16666666666666666,0.20277777777777778,0.25555555555555554
0.019444444444444445,0.16666666666666666,0.20277777777777778,0.4861111111111111
0.022222222222222223,0.175,0.2,0.4777777777777778
0.044444444444444446,0.06111111111111111,0.2,0.2222222222222222
0.025,0.17777777777777778,0.2,0.26944444444444443
0.022222222222222223,0.17777777777777778,0.2,0.45
0.027777777777777776,0.175,0.2,0.4638888888888889
0.175,0.2,0.2916666666666667,0.4083333333333333
0.019444444444444445,0.17222222222222222,0.2,0.48333333333333334
0.011111111111111112,0.175,0.2,0.49444444444444446
0.05277777777777778,0.175,0.2,0.475
0.05555555555555555,0.175,0.2,0.26944444444444443
0.016666666666666666,0.175,0.2,0.45
0.075,0.17777777777777778,0.2,0.4666666666666667
0.06388888888888888,0.175,0.2,0.4583333333333333
0.022222222222222223,0.175,0.2,0.29444444444444445
0.175,0.20277777777777778,0.3388888888888889,0.4583333333333333
0.05,0.17222222222222222,0.2,0.475
0.175,0.2,0.2722222222222222,0.425
0.03333333333333333,0.16666666666666666,0.20277777777777778,0.26944444444444443
0.025,0.175,0.2,0.46111111111111114
0.1638888888888889,0.2,0.4583333333333333,0.5527777777777778
0.013888888888888888,0.20277777777777778,0.2222222222222222,0.45555555555555555
0.016666666666666666,0.16944444444444445,0.2,0.275
0.022222222222222223,0.175,0.2,0.4861111111111111
0.058333333333333334,0.17222222222222222,0.2,0.48333333333333334
0.008333333333333333,0.1638888888888889,0.2,0.29444444444444445
0.025,0.175,0.2,0.4638888888888889
0.03333333333333333,0.17777777777777778,0.2,0.4444444444444444
0.030555555555555555,0.18055555555555555,0.2,0.26944444444444443
0.019444444444444445,0.17777777777777778,0.20277777777777778,0.4583333333333333
0.013888888888888888,0.1361111111111111,0.2,0.2222222222222222
0.019444444444444445,0.175,0.2,0.26944444444444443
0.027777777777777776,0.16666666666666666,0.20277777777777778,0.4638888888888889
0.03333333333333333,0.17777777777777778,0.2,0.4777777777777778
0.03611111111111111,0.175,0.2,0.26666666666666666
0.07222222222222222,0.17777777777777778,0.2,0.46944444444444444
0.025,0.17777777777777778,0.2,0.4666666666666667
0.175,0.2,0.41388888888888886,0.4666666666666667
0.06388888888888888,0.2,0.2222222222222222,0.475
0.175,0.2,0.40555555555555556,0.49722222222222223
0.019444444444444445,0.175,0.2,0.49722222222222223
0.07222222222222222,0.17777777777777778,0.2,0.4583333333333333
0.06388888888888888,0.16944444444444445,0.2,0.26944444444444443
0.06388888888888888,0.17777777777777778,0.2,0.4777777777777778
0.17777777777777778,0.2,0.42777777777777776,0.46944444444444444
0.05555555555555555,0.2,0.2222222222222222,0.4861111111111111
0.04722222222222222,0.1638888888888889,0.20277777777777778,0.24722222222222223
0.04722222222222222,0.16111111111111112,0.2,0.46944444444444444
0.058333333333333334,0.17222222222222222,0.2,0.4888888888888889
0.027777777777777776,0.17222222222222222,0.2,0.26944444444444443
0.03333333333333333,0.175,0.2,0.475
0.1638888888888889,0.20277777777777778,0.41944444444444445,0.4722222222222222
0.022222222222222223,0.17777777777777778,0.2,0.26944444444444443
0.05,0.175,0.2,0.36666666666666664
0.17777777777777778,0.20277777777777778,0.41944444444444445,0.4777777777777778
0.05555555555555555,0.17777777777777778,0.20277777777777778,0.4722222222222222
0.06388888888888888,0.17777777777777778,0.2,0.45555555555555555
0.1638888888888889,0.2,0.36666666666666664,0.46944444444444444
0.175,0.2,0.3472222222222222,0.46111111111111114
0.03333333333333333,0.17777777777777778,0.2,0.4777777777777778
0.175,0.20277777777777778,0.4222222222222222,0.46111111111111114
0.17222222222222222,0.20277777777777778,0.425,0.48333333333333334
0.05,0.2,0.2222222222222222,0.49166666666666664
0.03333333333333333,0.20277777777777778,0.2222222222222222,0.36666666666666664
0.17777777777777778,0.2,0.40555555555555556,0.46944444444444444
0.025,0.17777777777777778,0.2,0.46944444444444444
0.05,0.17777777777777778,0.2,0.4666666666666667
0.05,0.17777777777777778,0.20277777777777778,0.49444444444444446
0.027777777777777776,0.2,0.2222222222222222,0.4583333333333333
0.019444444444444445,0.041666666666666664,0.2,0.2222222222222222
0.16944444444444445,0.20277777777777778,0.4777777777777778,0.5333333333333333
0.175,0.20277777777777778,0.35833333333333334,0.46111111111111114
0.027777777777777776,0.175,0.2,0.2916666666666667
0.06111111111111111,0.17777777777777778,0.2,0.4361111111111111
0.05,0.1638888888888889,0.20277777777777778,0.48055555555555557
0.06111111111111111,0.175,0.2,0.4777777777777778
0.044444444444444446,0.175,0.2,0.26944444444444443
0.04722222222222222,0.1638888888888889,0.2,0.475
0.06111111111111111,0.2,0.2222222222222222,0.46944444444444444
0.06388888888888888,0.2,0.21944444444444444,0.4361111111111111
0.030555555555555555,0.1638888888888889,0.20277777777777778,0.44166666666666665
0.06111111111111111,0.175,0.2,0.4583333333333333
0.027777777777777776,0.041666666666666664,0.2,0.2222222222222222
0.05277777777777778,0.17777777777777778,0.2,0.4638888888888889
0.04722222222222222,0.1638888888888889,0.20277777777777778,0.45555555555555555
0.04722222222222222,0.17222222222222222,0.2,0.43333333333333335
0.05277777777777778,0.20277777777777778,0.2222222222222222,0.3888888888888889
0.06111111111111111,0.2,0.21944444444444444,0.4444444444444444
0.06111111111111111,0.20277777777777778,0.2222222222222222,0.44166666666666665
0.06666666666666667,0.17777777777777778,0.2,0.26666666666666666
0.06111111111111111,0.17777777777777778,0.2,0.4666666666666667
0.041666666666666664,0.2,0.2222222222222222,0.4638888888888889
0.05277777777777778,0.175,0.2,0.26944444444444443
0.05277777777777778,0.175,0.2,0.31666666666666665
0.058333333333333334,0.2,0.2222222222222222,0.4666666666666667
0.027777777777777776,0.17777777777777778,0.2,0.45
0.06388888888888888,0.17777777777777778,0.2,0.26944444444444443
0.06388888888888888,0.17777777777777778,0.2,0.2916666666666667
0.03611111111111111,0.2,0.225,0.475
0.06388888888888888,0.2,0.2222222222222222,0.46944444444444444
0.05555555555555555,0.175,0.2,0.39166666666666666
0.04722222222222222,0.2,0.2222222222222222,0.3416666666666667
0.06111111111111111,0.17222222222222222,0.2,0.4527777777777778
0.03611111111111111,0.17777777777777778,0.2,0.26944444444444443
0.06944444444444445,0.20277777777777778,0.225,0.34444444444444444
0.06388888888888888,0.2,0.2222222222222222,0.44722222222222224
0.06111111111111111,0.16666666666666666,0.20277777777777778,0.4361111111111111
0.05277777777777778,0.175,0.2,0.26944444444444443
0.05,0.175,0.2,0.4777777777777778
0.16666666666666666,0.20277777777777778,0.3972222222222222,0.4638888888888889
0.05277777777777778,0.175,0.2,0.26944444444444443
0.03888888888888889,0.058333333333333334,0.18055555555555555,0.2
0.06944444444444445,0.2,0.21944444444444444,0.44166666666666665
0.03333333333333333,0.17777777777777778,0.2,0.29444444444444445
0.058333333333333334,0.17777777777777778,0.2,0.26944444444444443
